Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,Crisis,MSSubClass,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,X3SsnPorch,PoolArea,MoSold,YrSold,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,SalePrice,Reforma
45,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,FuseA,TA,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,5,6,1,0,1,0,3,1,6,0,1,0,0,5,2006,70.0,7945.0,1959.0,1959,0.0,179.0,,465.0,1150.0,1150.0,0.0,0.0,1150.0,1959.0,300.0,0.0,0.0,0.0,0.0,0.0,141000,47
46,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,120,9,5,1,0,2,0,2,1,6,1,2,0,0,2,2010,61.0,7658.0,2005.0,2005,412.0,456.0,0.0,1296.0,1752.0,1752.0,0.0,0.0,1752.0,2005.0,576.0,196.0,82.0,0.0,0.0,0.0,319900,5
47,RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,,,,WD,Abnorml,Si,50,7,5,1,0,1,1,1,1,6,1,2,0,0,8,2009,48.0,12822.0,2003.0,2003,0.0,1351.0,0.0,83.0,1434.0,1518.0,631.0,0.0,2149.0,2003.0,670.0,168.0,43.0,0.0,,0.0,239686,6
48,FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,8,5,0,0,2,0,3,1,7,0,3,0,0,7,2007,84.0,11096.0,2006.0,2006,0.0,24.0,0.0,1632.0,1656.0,1656.0,0.0,0.0,1656.0,2006.0,826.0,0.0,146.0,0.0,0.0,0.0,249700,1
49,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,,,,,N,,,,New,Partial,Si,190,4,5,0,0,2,0,2,3,8,0,0,0,0,6,2009,33.0,4456.0,1920.0,2008,0.0,0.0,0.0,736.0,736.0,736.0,716.0,0.0,1452.0,,0.0,0.0,0.0,,0.0,0.0,113000,1
50,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,No,20,5,7,1,0,1,0,3,1,6,0,1,0,0,1,2007,66.0,7742.0,1966.0,1966,0.0,763.0,0.0,192.0,955.0,955.0,0.0,0.0,955.0,1966.0,386.0,0.0,0.0,0.0,0.0,0.0,127000,41
51,RL,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,60,6,6,0,1,2,0,3,1,6,0,2,0,0,7,2007,,13869.0,1997.0,1997,0.0,182.0,0.0,612.0,794.0,794.0,676.0,0.0,1470.0,1997.0,388.0,0.0,75.0,0.0,0.0,0.0,177000,10
52,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,,MnPrv,Shed,WD,Normal,No,50,6,6,0,0,1,0,3,1,6,1,2,0,0,9,2006,52.0,6240.0,1934.0,1950,0.0,0.0,0.0,816.0,816.0,816.0,0.0,,1176.0,1985.0,528.0,112.0,0.0,0.0,0.0,,114500,56
53,RM,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,TA,Typ,,CarPort,Unf,TA,TA,Y,,,,WD,Normal,Si,90,5,5,1,0,1,0,2,1,5,0,2,0,0,5,2010,110.0,8472.0,1963.0,1963,0.0,104.0,,0.0,816.0,816.0,0.0,0.0,816.0,1963.0,516.0,106.0,0.0,0.0,0.0,0.0,110000,47
54,RL,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,WdShing,Wd Shng,,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,20,9,5,2,0,0,1,0,1,5,1,3,0,0,11,2006,68.0,,1981.0,1987,0.0,,0.0,32.0,1842.0,1842.0,0.0,0.0,1842.0,1981.0,894.0,,72.0,0.0,0.0,0.0,385000,19
55,RL,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,No,80,5,5,0,0,1,0,3,1,6,1,2,0,0,2,2007,60.0,7134.0,1955.0,1955,0.0,384.0,0.0,0.0,384.0,1360.0,0.0,0.0,1360.0,1962.0,572.0,0.0,50.0,0.0,0.0,0.0,130000,52
56,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,20,6,5,0,0,2,0,3,1,7,1,2,407,0,7,2008,100.0,10175.0,1964.0,1964,272.0,490.0,0.0,935.0,1425.0,1425.0,0.0,0.0,1425.0,1964.0,576.0,0.0,0.0,0.0,0.0,0.0,180500,44
57,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Abnorml,Si,160,8,5,1,0,2,1,3,1,7,0,2,0,0,8,2009,,2645.0,1999.0,2000,,649.0,0.0,321.0,970.0,983.0,756.0,0.0,1739.0,1999.0,480.0,115.0,0.0,0.0,0.0,0.0,172500,9
58,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,60,7,5,0,0,2,1,3,1,7,0,2,0,0,8,2006,89.0,11645.0,2004.0,2004,0.0,0.0,0.0,860.0,860.0,860.0,860.0,0.0,1720.0,2004.0,565.0,0.0,70.0,0.0,0.0,0.0,196500,2
59,RL,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,,,,New,Partial,No,60,10,5,0,0,3,1,3,1,10,1,3,0,0,10,2006,66.0,13682.0,2006.0,2006,,0.0,0.0,1410.0,1410.0,1426.0,1519.0,0.0,,2006.0,641.0,192.0,0.0,,0.0,0.0,438780,0
60,RL,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,Si,20,5,7,0,0,1,0,2,1,4,0,1,0,0,1,2008,60.0,7200.0,1972.0,1972,0.0,632.0,0.0,148.0,780.0,780.0,0.0,0.0,780.0,1973.0,352.0,196.0,0.0,0.0,0.0,0.0,124900,36
61,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,,,New,Partial,No,20,6,5,1,0,1,1,3,1,5,0,2,0,0,5,2006,63.0,13072.0,2004.0,2004,0.0,941.0,0.0,217.0,1158.0,1158.0,0.0,0.0,1158.0,2006.0,576.0,0.0,50.0,0.0,0.0,0.0,158000,2
62,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,Fa,Typ,,Detchd,Unf,TA,TA,N,,,,WD,Normal,No,75,5,7,0,0,1,0,3,1,6,0,1,0,0,3,2007,60.0,7200.0,1920.0,1996,0.0,0.0,0.0,530.0,530.0,581.0,530.0,0.0,1111.0,1935.0,288.0,0.0,0.0,,0.0,0.0,101000,11
63,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,120,8,5,0,0,2,0,2,1,6,1,2,0,0,10,2007,44.0,6442.0,2006.0,2006,178.0,24.0,0.0,1346.0,1370.0,1370.0,0.0,0.0,1370.0,2006.0,484.0,120.0,49.0,0.0,0.0,0.0,202500,1
64,RM,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,GdPrv,,WD,Normal,Si,70,7,6,0,0,2,0,3,1,9,0,2,0,0,4,2010,50.0,10300.0,1921.0,1950,0.0,0.0,0.0,576.0,576.0,902.0,808.0,0.0,1710.0,1990.0,480.0,12.0,11.0,,0.0,0.0,140000,60
65,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,GdPrv,,WD,Normal,Si,60,7,5,1,0,2,1,3,1,8,0,2,0,0,2,2009,,9375.0,1997.0,1998,,739.0,0.0,318.0,1057.0,1057.0,977.0,0.0,2034.0,1998.0,645.0,,36.0,0.0,0.0,0.0,219500,11
66,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,,,,WD,Normal,No,60,8,5,0,0,2,1,4,1,9,1,3,0,0,10,2007,76.0,9591.0,2004.0,2005,344.0,0.0,0.0,1143.0,1143.0,1143.0,1330.0,0.0,2473.0,2004.0,852.0,192.0,151.0,0.0,0.0,0.0,317000,2
67,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,20,7,5,1,0,2,0,3,1,7,1,2,0,0,7,2010,,,1970.0,1989,287.0,912.0,0.0,1035.0,1947.0,,0.0,0.0,2207.0,1970.0,576.0,301.0,0.0,0.0,0.0,0.0,180000,21
68,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,7,5,1,0,2,0,3,1,7,0,2,0,0,6,2007,72.0,10665.0,2003.0,2003,167.0,1013.0,0.0,440.0,1453.0,1479.0,0.0,0.0,1479.0,2003.0,558.0,144.0,29.0,0.0,0.0,0.0,226000,4
69,RM,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,30,4,6,0,0,1,0,2,1,4,0,1,0,0,6,2010,47.0,4608.0,1945.0,1950,0.0,0.0,0.0,747.0,747.0,747.0,0.0,0.0,747.0,1945.0,220.0,0.0,0.0,0.0,0.0,0.0,80000,60
70,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,50,7,4,0,0,2,0,3,1,7,1,2,0,0,7,2006,81.0,15593.0,1953.0,1953,0.0,603.0,0.0,701.0,1304.0,1304.0,983.0,0.0,2287.0,1953.0,667.0,0.0,21.0,,0.0,0.0,225000,53
71,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,20,7,6,1,0,2,0,3,1,8,2,2,0,0,2,2007,95.0,13651.0,1973.0,1973,,,0.0,343.0,,,0.0,0.0,2223.0,1973.0,516.0,300.0,0.0,0.0,0.0,0.0,244000,34
72,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,4,6,1,0,1,0,2,1,4,0,2,0,0,6,2007,69.0,7599.0,1982.0,2006,0.0,565.0,0.0,280.0,845.0,845.0,0.0,0.0,845.0,1987.0,360.0,0.0,0.0,0.0,0.0,0.0,129500,1
73,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,60,7,5,0,0,2,1,3,1,7,1,2,0,0,12,2009,74.0,10141.0,1998.0,1998,40.0,0.0,0.0,832.0,832.0,885.0,833.0,0.0,1718.0,1998.0,427.0,0.0,94.0,0.0,,0.0,185000,11
74,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,GdWo,,WD,Normal,Si,20,5,7,1,0,1,0,3,1,6,0,2,0,0,5,2010,85.0,10200.0,1954.0,2003,104.0,320.0,,404.0,1086.0,1086.0,0.0,0.0,1086.0,1989.0,490.0,0.0,0.0,0.0,0.0,0.0,144900,7
75,RM,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,50,3,6,0,0,2,0,3,2,8,0,1,0,0,5,2010,60.0,5790.0,1915.0,1950,0.0,0.0,0.0,840.0,840.0,840.0,765.0,0.0,1605.0,1915.0,379.0,0.0,0.0,,0.0,0.0,107400,60
76,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,BuiltIn,Unf,TA,TA,Y,,GdWo,,WD,Normal,Si,180,4,5,1,0,1,0,2,1,5,0,1,0,0,11,2009,,1596.0,1973.0,1973,0.0,462.0,0.0,0.0,462.0,526.0,462.0,0.0,988.0,1973.0,297.0,120.0,101.0,0.0,0.0,0.0,91000,36
77,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,20,4,7,0,0,1,0,2,1,4,0,1,0,0,4,2008,,8475.0,1956.0,1956,0.0,228.0,0.0,724.0,952.0,952.0,0.0,0.0,952.0,1956.0,283.0,0.0,0.0,0.0,0.0,0.0,135750,52
78,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,TA,Min1,,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,Si,50,5,5,1,0,1,0,2,1,6,0,1,0,0,1,2008,50.0,8635.0,1948.0,2001,0.0,336.0,,295.0,672.0,1072.0,213.0,0.0,1285.0,1948.0,240.0,0.0,0.0,0.0,0.0,0.0,127000,7
79,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,,,,,,Y,,,,WD,Normal,Si,90,4,5,0,0,2,0,4,2,8,0,0,0,0,4,2010,72.0,10778.0,1968.0,1968,0.0,0.0,0.0,,1768.0,1768.0,0.0,0.0,1768.0,,0.0,0.0,0.0,0.0,0.0,0.0,136500,42
80,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,Si,50,5,6,0,0,1,1,2,1,5,0,2,0,0,5,2009,60.0,10440.0,1910.0,1981,0.0,0.0,0.0,440.0,440.0,682.0,548.0,0.0,1230.0,1966.0,440.0,74.0,0.0,,0.0,0.0,110000,28
81,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,60,6,6,0,0,2,1,4,1,8,1,1,0,0,6,2009,100.0,13000.0,1968.0,1968,,448.0,0.0,448.0,896.0,1182.0,960.0,0.0,2142.0,1968.0,509.0,0.0,72.0,0.0,,0.0,193500,41
82,RM,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,120,6,5,1,0,2,0,2,1,5,0,2,0,0,3,2006,32.0,4500.0,1998.0,1998,,1201.0,0.0,36.0,1237.0,1337.0,0.0,0.0,1337.0,1998.0,405.0,0.0,,0.0,0.0,0.0,153500,8
83,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,20,8,5,0,0,2,0,3,1,6,1,3,0,0,10,2008,78.0,10206.0,2007.0,2007,,33.0,0.0,1530.0,1563.0,1563.0,0.0,0.0,1563.0,2007.0,758.0,144.0,99.0,0.0,0.0,0.0,245000,1
84,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,COD,Normal,No,20,5,5,0,0,1,1,3,1,6,0,2,0,0,7,2007,80.0,8892.0,1960.0,1960,66.0,0.0,0.0,1065.0,1065.0,1065.0,0.0,0.0,1065.0,1974.0,461.0,74.0,0.0,0.0,0.0,0.0,126500,47
85,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,,,Shed,WD,Normal,Si,80,7,5,0,0,2,1,3,1,7,1,2,0,0,5,2009,,8530.0,1995.0,1996,22.0,0.0,0.0,384.0,384.0,804.0,670.0,0.0,1474.0,1995.0,400.0,120.0,72.0,0.0,0.0,,168500,13
86,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,60,8,5,0,0,2,1,4,1,9,1,2,0,0,4,2006,,16059.0,1991.0,1992,284.0,0.0,0.0,1288.0,1288.0,1301.0,1116.0,0.0,2417.0,1991.0,462.0,127.0,82.0,0.0,0.0,0.0,260000,14
87,RL,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,,,,WD,Normal,Si,60,6,5,0,0,2,1,3,1,6,1,2,0,0,3,2009,,11911.0,2005.0,2005,0.0,0.0,0.0,684.0,684.0,684.0,876.0,0.0,1560.0,2005.0,400.0,100.0,38.0,0.0,0.0,0.0,174000,4
88,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Detchd,RFn,TA,TA,Y,,,,New,Partial,Si,160,6,5,0,0,2,1,2,1,4,0,2,0,0,6,2009,40.0,3951.0,2009.0,2009,76.0,0.0,0.0,612.0,612.0,612.0,612.0,0.0,1224.0,2009.0,528.0,0.0,,0.0,0.0,0.0,164500,0
89,C,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,Fa,Typ,,,,,,N,,MnPrv,,ConLD,Abnorml,Si,50,3,2,0,0,1,0,2,1,6,0,0,0,0,10,2009,105.0,8470.0,1915.0,1982,0.0,0.0,0.0,1013.0,1013.0,1013.0,0.0,,1526.0,,0.0,0.0,0.0,,0.0,0.0,85000,27
90,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,,,,,Y,,,,WD,Normal,No,20,4,5,1,0,1,0,3,1,5,0,0,0,0,8,2007,60.0,8070.0,1994.0,1995,0.0,588.0,0.0,402.0,990.0,990.0,0.0,0.0,990.0,,0.0,0.0,0.0,0.0,0.0,0.0,123600,12
91,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,,TA,TA,Slab,,,,,,GasA,TA,Y,FuseA,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,4,5,0,0,1,0,2,1,4,0,2,0,0,7,2006,60.0,7200.0,1950.0,1950,0.0,0.0,0.0,0.0,,1040.0,0.0,0.0,1040.0,1950.0,420.0,0.0,29.0,0.0,0.0,0.0,109900,56
